0,1634615385	22
0,1886792453	22
0,156626506	22
0,2195121951	22
0,216080402	22
0,1949458484	22
0,2356020942	26
0,2132132132	26
0,03947368421	26
0,1111111111	26
0,04166666667	26
0,1388888889	100
0,02083333333	100
0,1145833333	100
0,06504065041	100
0,06796116505	100
0,1287128713	47
0,1226993865	47
0,1559139785	47
0,25	47
0,04347826087	47
0,1052631579	47
0,2033195021	34.9
0,1698113208	34.9
0,1416666667	34.9
0,2196969697	34.9
0,1677419355	34.9
0,1228070175	34.9
0,1111111111	100
0,2105263158	100
0,1727272727	100
0,1875	100
0,2166666667	100
