1	877.710	1008.180
2	969.632	1047.914
3	367.887	972.004
4	397.935	964.097
5	375.794	918.234
6	297.512	981.493
7	356.026	1112.754
8	352.863	1122.243
9	654.131	1021.820
10	676.271	1042.379
11	669.155	1065.310
12	639.898	1061.356
13	643.061	1098.521
14	616.176	1081.125
15	571.104	1047.123
16	551.336	998.889
17	502.311	956.980
18	541.847	959.352
19	441.425	1020.239
20	488.868	1021.029
21	439.843	1072.427
22	603.524	1138.848
23	759.298	1091.404
24	685.760	1153.081
25	409.005	1236.898
26	499.939	1208.432
27	671.527	1223.456
28	665.992	1210.804
29	653.340	1232.154
30	730.832	1252.713
31	681.806	1270.109
32	391.609	1270.900
33	446.169	1538.562
34	489.659	1539.352
35	688.923	1662.706
36	703.947	1688.010
37	660.457	1600.239
38	745.855	1519.584
39	730.041	1449.209
40	725.296	1438.930
41	652.549	1419.952
42	573.476	1468.187
43	501.520	1458.698
44	611.431	1333.367
45	665.992	1373.695
46	495.194	1253.108
47	1129.755	1904.669
48	1039.611	1844.574
49	1053.054	1778.153
50	960.538	1841.411
51	943.142	1851.691
52	947.887	1772.618
53	907.560	1766.292
54	871.977	1691.172
55	1030.913	1680.102
56	1046.728	1639.775
57	1072.822	1633.449
58	1114.731	1680.893
59	1106.823	1650.845
60	1072.822	1586.005
61	1079.939	1593.913
62	1131.336	1608.937
63	846.673	1519.584
64	924.165	1528.282
65	803.974	1593.122
66	981.097	1478.466
67	872.767	1272.877
68	1037.239	1351.159
69	822.952	1353.531
70	857.744	1360.647
71	856.953	1456.326
72	1078.357	1475.303
73	1112.358	1546.074
74	1147.151	1540.934
75	1170.872	1494.281
76	1046.728	1396.230
77	1132.127	1348.787
78	1114.731	1356.694
79	1098.125	1349.577
80	1136.080	1371.718
81	800.020	1244.410
82	803.974	1209.618
83	911.513	1242.038
84	976.353	1274.458
85	1015.890	1253.108
86	1053.845	1264.179
87	902.025	1166.128
88	919.421	1200.920
89	890.954	1187.478
90	942.352	1169.291
91	955.794	1145.569
92	854.581	1092.590
93	855.372	1162.174
94	953.422	1233.340
95	1072.031	1193.804
96	1122.638	1218.316
97	1102.079	1249.945
98	894.117	1110.777
99	438.262	1334.949
100	714.226	1206.060
101	1540.143	1832.713
102	1684.056	1759.966
103	1511.677	1824.015
104	1571.772	1637.403
105	1403.347	1610.518
106	1196.967	1705.405
107	1230.968	1718.848
108	1295.017	1749.686
109	1233.340	1673.776
110	1251.527	1660.334
111	1295.017	1605.774
112	1287.110	1632.658
113	1396.230	1539.352
114	1445.256	1571.772
115	1475.303	1471.350
116	1541.725	1542.515
117	1592.331	1693.544
118	1209.618	1302.924
119	1175.617	1327.437
120	1257.062	1355.112
121	1249.155	1364.601
122	1317.948	1395.440
123	1246.782	1398.602
124	1258.643	1431.813
125	1285.528	1482.420
126	1219.898	1513.258
127	1197.757	1531.445
128	1302.924	1557.539
129	1315.576	1546.469
130	1251.527	1761.547
131	1378.044	1694.335
132	1444.465	1454.744
133	1395.440	1455.535
134	1705.406	1453.954
135	1683.265	1457.907
136	1633.449	1429.441
137	764.438	1026.564
138	881.861	1053.845
139	1363.415	1570.982
140	1282.761	1186.292
141	1209.223	1115.126
142	1157.035	1061.356
143	1126.987	1025.774
144	1284.342	1078.753
145	1610.123	1265.760
146	1432.999	1218.316
147	1863.156	1346.414
148	1905.065	1448.418
149	1901.111	1257.062
150	1924.042	1329.018
151	1737.430	1291.854
152	1713.708	1299.761
153	1765.106	1336.135
154	1772.222	1378.834
