1	958.364	1146.953
2	980.307	1141.616
3	1004.029	1140.429
4	1019.448	1209.223
5	1121.452	1171.268
6	1102.474	1181.943
7	1091.800	1200.920
8	1122.638	1218.712
9	1104.847	1225.828
10	1102.474	1250.736
11	1076.380	1238.875
12	1101.288	1262.597
13	438.262	966.074
14	454.867	956.585
15	405.842	996.912
16	445.378	1021.425
17	432.727	1023.006
18	445.378	1059.380
19	507.055	998.493
20	516.544	967.655
21	498.357	958.957
22	390.027	937.607
23	397.935	948.678
24	413.749	951.840
25	594.826	986.633
26	703.947	1026.169
27	737.948	1031.704
28	731.622	1044.356
29	686.551	1023.797
30	677.853	1042.774
31	783.811	1055.426
32	618.548	1040.402
33	639.898	1043.565
34	640.688	1067.287
35	614.594	1080.729
36	629.618	1088.637
37	643.851	1098.916
38	662.038	1116.312
39	684.969	1096.544
40	724.506	1073.613
41	736.367	1087.846
42	743.483	1109.986
43	753.763	1107.614
44	741.111	1128.964
45	745.856	1166.919
46	723.715	1155.058
47	801.207	1099.707
48	815.440	1103.660
49	820.184	1100.498
50	809.114	1125.010
51	811.486	1135.290
52	829.673	1166.128
53	800.416	1243.620
54	813.858	1235.712
55	787.764	1234.131
56	764.833	1222.270
57	752.972	1230.177
58	298.303	981.097
59	340.211	943.142
60	353.654	1121.057
61	315.699	1131.336
62	315.699	1180.361
63	394.772	1112.358
64	423.238	1098.916
65	402.679	1135.290
66	412.168	1157.430
67	428.773	1143.197
68	446.960	1137.662
69	541.057	1116.312
70	603.524	1137.662
71	635.944	1165.337
72	665.992	1210.409
73	672.318	1224.642
74	730.041	1246.782
75	730.832	1253.108
76	760.089	1274.458
77	805.160	1279.993
78	761.670	1292.645
79	775.903	1291.854
80	767.996	1325.855
81	822.556	1354.322
82	601.152	1181.943
83	622.502	1203.292
84	541.057	1189.850
85	565.569	1209.618
86	501.520	1207.246
87	450.913	1213.572
88	409.005	1236.503
89	435.890	1249.945
90	495.985	1255.481
91	509.427	1261.806
92	391.609	1271.295
93	443.797	977.144
94	662.038	1251.527
95	567.941	1282.365
96	591.663	1273.667
97	694.458	1319.134
98	689.714	1341.275
99	673.899	1381.602
100	724.506	1361.043
101	762.461	1394.254
102	783.811	1409.277
103	803.579	1411.650
104	820.975	1407.696
105	726.087	1437.744
106	732.413	1448.023
107	688.923	1455.930
108	707.901	1445.651
109	650.968	1417.185
110	745.856	1517.607
111	765.624	1496.258
112	727.669	1509.700
113	733.204	1544.492
114	804.369	1538.166
115	803.579	1593.517
116	612.222	1331.786
117	615.385	1373.695
118	633.572	1375.276
119	405.842	1397.416
120	407.423	1358.671
121	465.147	1357.880
122	541.057	1346.810
123	544.219	1379.230
124	567.151	1386.346
125	518.916	1458.303
126	574.267	1467.001
127	489.659	1539.748
128	461.984	1557.935
129	369.468	1569.005
130	497.566	1455.930
131	441.425	1402.952
132	611.431	1560.307
133	627.246	1614.076
134	661.247	1600.634
135	646.224	1678.125
136	703.947	1688.405
137	696.830	1728.732
138	814.649	1687.614
139	1079.148	1593.517
140	1078.357	1610.123
141	1045.147	1640.961
142	1059.380	1630.682
143	1073.613	1634.635
144	1087.846	1656.776
145	1127.382	1655.985
146	1114.731	1680.497
147	1145.569	1688.405
148	1161.384	1696.312
149	1139.243	1735.849
150	1156.639	1759.570
151	907.560	1765.106
152	921.793	1784.083
153	948.678	1771.431
154	944.724	1852.086
155	1038.030	1844.178
156	1053.054	1778.548
157	1049.891	1792.781
158	974.772	1784.874
159	1052.263	1723.988
160	1042.774	1697.103
161	924.165	1527.887
162	961.329	1555.562
163	967.655	1563.470
164	854.581	1577.703
165	853.790	1595.890
166	854.581	1620.402
167	899.652	1642.542
168	878.303	1681.288
169	832.440	1644.915
170	946.305	1663.102
171	971.609	1727.941
172	881.465	1577.307
173	877.512	1589.168
174	913.885	1591.540
175	927.328	1597.866
176	896.489	1599.448
177	914.676	1499.816
178	1152.686	1893.204
179	1132.918	1926.414
180	1141.616	1622.774
181	1193.804	1626.728
182	1209.618	1639.380
183	874.349	1543.701
184	822.161	1493.095
185	1219.898	1514.444
186	1174.826	1555.562
187	1113.940	1545.283
188	1116.312	1557.144
189	1131.336	1513.654
190	1170.873	1520.770
191	1149.523	1493.885
192	1171.663	1493.095
193	1097.335	1493.885
194	1091.800	1523.142
195	1047.519	1523.933
196	1060.961	1531.840
197	993.749	1530.259
198	1003.238	1553.190
199	1060.170	1580.866
200	1072.822	1587.982
201	934.444	1280.784
202	944.724	1257.062
203	976.353	1274.458
204	962.120	1291.063
205	975.562	1325.065
206	913.885	1298.180
207	874.349	1276.040
208	885.419	1274.458
209	859.325	1361.438
210	883.047	1402.556
211	916.258	1414.417
212	902.025	1443.674
213	868.023	1434.185
214	875.140	1454.744
215	856.162	1457.907
216	898.071	1468.977
217	981.097	1479.257
218	1059.380	1454.744
219	1141.616	1451.581
220	1189.059	1453.163
221	1204.874	1391.881
222	1160.593	1385.555
223	1173.245	1404.533
224	1106.033	1426.673
225	1145.569	1435.371
226	1142.406	1414.022
227	1075.985	1410.068
228	1112.358	1364.997
229	1115.521	1356.299
230	1132.918	1348.391
231	1097.335	1349.182
232	1030.913	1353.136
233	1037.239	1321.506
234	1045.937	1300.948
235	1011.936	1290.668
236	1004.819	1264.574
237	1015.890	1251.922
238	1054.635	1262.993
239	1042.774	1246.387
240	866.442	1254.294
241	911.513	1241.643
242	921.002	1221.874
243	954.213	1232.945
244	919.421	1199.734
245	924.165	1205.269
246	938.398	1178.384
247	943.933	1170.477
248	952.631	1172.059
249	854.581	1153.872
250	859.325	1157.825
251	879.093	1165.733
252	894.908	1141.220
253	899.652	1201.316
254	1131.336	1306.878
255	1128.964	1324.274
256	1210.409	1303.715
257	1214.363	1353.531
258	1137.662	1251.527
259	1193.804	1265.760
